UF;MUNICIPIO;POPULACAO_ESTIMADA;COD_MUNICIPIO
ES;Jerônimo Monteiro;12079;3203106
ES;João Neiva;14391;3203130
ES;Laranja da Terra;11572;3203163
ES;Linhares;181912;3203205
ES;Mantenópolis;13173;3203304
ES;Marataízes;45418;3203320
ES;Marechal Floriano;18743;3203346
ES;Marilândia;13014;3203353
ES;Mimoso do Sul;25179;3203403
ES;Montanha;19752;3203502
ES;Mucurici;5660;3203601
ES;Muniz Freire;18811;3203700
ES;Muqui;14213;3203809
ES;Nova Venécia;52084;3203908
ES;Pancas;19270;3204005
ES;Pedro Canário;22048;3204054
ES;Pinheiros;24825;3204104
ES;Piúma;23682;3204203
ES;Ponto Belo;6696;3204252
ES;Presidente Kennedy;14647;3204302
ES;Rio Bananal;20229;3204351
ES;Rio Novo do Sul;11479;3204401
ES;Santa Leopoldina;13747;3204500
ES;Santa Maria de Jetibá;45062;3204559
ES;Santa Teresa;23796;3204609
ES;São Domingos do Norte;9008;3204658
ES;São Gabriel da Palha;34210;3204708
ES;São José do Calçado;11373;3204807
ES;São Mateus;133359;3204906
ES;São Roque do Canaã;11271;3204955
ES;Serra;572274;3205002
ES;Sooretama;28453;3205010
ES;Vargem Alta;20353;3205036
ES;Venda Nova do Imigrante;25168;3205069
ES;Viana;78442;3205101
ES;Vila Pavão;9298;3205150
ES;Vila Valério;14263;3205176
ES;Vila Velha;502899;3205200
ES;Vitória;342800;3205309
RJ;Angra dos Reis;179120;3300100
RJ;Aperibé;11420;3300159
RJ;Araruama;137773;3300209
RJ;Areal;12236;3300225
RJ;Armação dos Búzios;42442;3300233
RJ;Arraial do Cabo;32794;3300258
RJ;Barra do Piraí;98501;3300308
RJ;Barra Mansa;181688;3300407
RJ;Belford Roxo;518263;3300456
RJ;Bom Jardim;29736;3300506
RJ;Bom Jesus do Itabapoana;37172;3300605
RJ;Cabo Frio;238166;3300704
RJ;Cachoeiras de Macacu;59837;3300803
RJ;Cambuci;15070;3300902
RJ;Carapebus;14325;3300936
RJ;Comendador Levy Gasparian;9044;3300951
RJ;Campos dos Goytacazes;519011;3301009
RJ;Cantagalo;19996;3301108
RJ;Cardoso Moreira;13403;3301157
RJ;Carmo;17740;3301207
RJ;Casimiro de Abreu;48563;3301306
RJ;Conceição de Macabu;21769;3301405
RJ;Cordeiro;21444;3301504
RJ;Duas Barras;11354;3301603
RJ;Duque de Caxias;866347;3301702
RJ;Engenheiro Paulo de Frontin;12648;3301801
RJ;Guapimirim;54300;3301850
RJ;Iguaba Grande;29577;3301876
RJ;Itaboraí;240040;3301900
RJ;Itaguaí;123980;3302007
RJ;Italva;14517;3302056
RJ;Itaocara;23643;3302106
RJ;Itaperuna;107246;3302205
RJ;Itatiaia;32694;3302254
RJ;Japeri;102149;3302270
RJ;Laje do Muriaé;7584;3302304
RJ;Macaé;264138;3302403
RJ;Macuco;5601;3302452
RJ;Magé;244092;3302502
RJ;Mangaratiba;43624;3302601
RJ;Maricá;211986;3302700
RJ;Mendes;18049;3302809
RJ;Mesquita;178803;3302858
RJ;Miguel Pereira;28123;3302908
RJ;Miracema;28411;3303005
RJ;Natividade;15550;3303104
RJ;Nilópolis;155544;3303203
RJ;Niterói;516720;3303302
RJ;Nova Friburgo;203328;3303401
RJ;Nova Iguaçu;843046;3303500
RJ;Paracambi;43656;3303609
RJ;Paraíba do Sul;44467;3303708
RJ;Paraty;47614;3303807
RJ;Paty do Alferes;31345;3303856
RJ;Petrópolis;294983;3303906
RJ;Pinheiral;25085;3303955
RJ;Piraí;29054;3304003
RJ;Porciúncula;17832;3304102
RJ;Porto Real;21064;3304110
RJ;Quatis;14158;3304128
RJ;Queimados;149093;3304144
RJ;Quissamã;23126;3304151
RJ;Resende;137612;3304201
RJ;Rio Bonito;59113;3304300
RJ;Rio Claro;17950;3304409
RJ;Rio das Flores;9264;3304508
RJ;Rio das Ostras;168099;3304524
RJ;Rio de Janeiro;6729894;3304557
RJ;Santa Maria Madalena;10579;3304607
RJ;Santo Antônio de Pádua;43686;3304706
RJ;São Francisco de Itabapoana;47368;3304755
RJ;São Fidélis;41197;3304805
RJ;São Gonçalo;960652;3304904
RJ;São João da Barra;38708;3305000
RJ;São João de Meriti;466536;3305109
RJ;São José de Ubá;7315;3305133
RJ;São José do Vale do Rio Preto;22799;3305158
RJ;São Pedro da Aldeia;110556;3305208
RJ;São Sebastião do Alto;7999;3305307
RJ;Sapucaia;18289;3305406
RJ;Saquarema;95201;3305505
RJ;Seropédica;84737;3305554
RJ;Silva Jardim;22026;3305604
RJ;Sumidouro;15690;3305703
RJ;Tanguá;32858;3305752
RJ;Teresópolis;176692;3305802
RJ;Trajano de Moraes;10652;3305901
RJ;Três Rios;82300;3306008
RJ;Valença;71462;3306107
RJ;Varre-Sai;10559;3306156
RJ;Vassouras;35904;3306206
RJ;Volta Redonda;279898;3306305
SP;Adamantina;35642;3500105
SP;Adolfo;4478;3500204
SP;Aguaí;32888;3500303
SP;Águas da Prata;7470;3500402
SP;Águas de Lindóia;18245;3500501
SP;Águas de Santa Bárbara;7407;3500550
SP;Águas de São Pedro;2829;3500600
SP;Agudos;38879;3500709
SP;Alambari;6330;3500758
SP;Alfredo Marcondes;4556;3500808
SP;Altair;3479;3500907
SP;Altinópolis;17156;3501004
SP;Alto Alegre;3883;3501103
SP;Alumínio;17591;3501152
SP;Álvares Florence;3978;3501202
SP;Álvares Machado;28250;3501301
SP;Álvaro de Carvalho;4896;3501400
SP;Alvinlândia;2923;3501509
SP;Americana;246655;3501608
SP;Américo Brasiliense;33757;3501707
SP;Américo de Campos;5975;3501806
SP;Amparo;69717;3501905
SP;Analândia;4684;3502002
SP;Andradina;61473;3502101
SP;Angatuba;24512;3502200
SP;Anhembi;5766;3502309
SP;Anhumas;4108;3502408
SP;Aparecida;33223;3502507
SP;Aparecida d'Oeste;4124;3502606
SP;Apiaí;24886;3502705
SP;Araçariguama;22168;3502754
SP;Araçatuba;207775;3502804
SP;Araçoiaba da Serra;33656;3502903
SP;Aramina;5526;3503000
SP;Arandu;7050;3503109
SP;Arapeí;2355;3503158
SP;Araraquara;252318;3503208
SP;Araras;135331;3503307
SP;Arco-Íris;2085;3503356
SP;Arealva;8280;3503406
SP;Areias;3625;3503505
SP;Areiópolis;10257;3503604
SP;Ariranha;7653;3503703
SP;Artur Nogueira;53157;3503802
SP;Arujá;89943;3503901
SP;Aspásia;1873;3503950
SP;Assis;104642;3504008
SP;Atibaia;166043;3504107
SP;Auriflama;13873;3504206
SP;Avaí;4519;3504305
SP;Avanhandava;11438;3504404
SP;Avaré;96098;3504503
SP;Bady Bassitt;28909;3504602
SP;Balbinos;3963;3504701
SP;Bálsamo;9854;3504800
SP;Bananal;10109;3504909
SP;Barão de Antonina;3618;3505005
SP;Barbosa;5659;3505104
SP;Bariri;32405;3505203
SP;Barra Bonita;35159;3505302
SP;Barra do Chapéu;5256;3505351
SP;Barra do Turvo;6922;3505401
SP;Barretos;126600;3505500
SP;Barrinha;33181;3505609
SP;Barueri;330339;3505708
SP;Bastos;21900;3505807
SP;Batatais;59873;3505906
SP;Bauru;391740;3506003
SP;Bebedouro;78210;3506102
SP;Bento de Abreu;2642;3506201
SP;Bernardino de Campos;11852;3506300
SP;Bertioga;66873;3506359
SP;Bilac;7455;3506409
SP;Birigui;122988;3506508
SP;Biritiba Mirim;30526;3506607
SP;Boa Esperança do Sul;13135;3506706
SP;Bocaina;11467;3506805
SP;Bofete;10688;3506904
SP;Boituva;63415;3507001
SP;Bom Jesus dos Perdões;22501;3507100
SP;Bom Sucesso de Itararé;3610;3507159
SP;Borá;928;3507209
SP;Boracéia;4823;3507308
SP;Borborema;14415;3507407
SP;Borebi;2787;3507456
SP;Botucatu;150442;3507506
SP;Bragança Paulista;184634;3507605
SP;Braúna;5466;3507704
SP;Brejo Alegre;2605;3507753
SP;Brodowski;26167;3507803
SP;Brotas;24423;3507902
SP;Buri;20674;3508009
SP;Buritama;17597;3508108
SP;Buritizal;4447;3508207
SP;Cabrália Paulista;4362;3508306
SP;Cabreúva;48473;3508405
SP;Caçapava;99678;3508504
SP;Cachoeira Paulista;32482;3508603
SP;Caconde;17266;3508702
SP;Cafelândia;16905;3508801
SP;Caiabu;3745;3508900
SP;Caieiras;98257;3509007
SP;Caiuá;5585;3509106
SP;Cajamar;97363;3509205
SP;Cajati;29257;3509254
SP;Cajobi;9232;3509304
SP;Cajuru;24217;3509403
SP;Campina do Monte Alegre;6077;3509452
SP;Campinas;1185977;3509502
SP;Campo Limpo Paulista;79663;3509601
SP;Campos do Jordão;47983;3509700
SP;Campos Novos Paulista;4991;3509809
SP;Cananéia;12489;3509908
SP;Canas;5049;3509957
SP;Cândido Mota;30172;3510005
SP;Cândido Rodrigues;2951;3510104
SP;Canitar;6524;3510153
SP;Capão Bonito;47403;3510203
SP;Capela do Alto;23597;3510302
SP;Capivari;51318;3510401
SP;Caraguatatuba;141084;3510500
SP;Carapicuíba;398462;3510609
SP;Cardoso;11491;3510708
SP;Casa Branca;28786;3510807
SP;Cássia dos Coqueiros;2855;3510906
SP;Castilho;20418;3511003
SP;Catanduva;119172;3511102
SP;Catiguá;7105;3511201
SP;Cedral;13160;3511300
SP;Cerqueira César;22076;3511409
SP;Cerquilho;46217;3511508
SP;Cesário Lange;19588;3511607
SP;Charqueada;15798;3511706
SP;Clementina;7087;3511904
SP;Colina;18842;3512001
SP;Colômbia;6781;3512100
SP;Conchal;29034;3512209
SP;Conchas;15381;3512308
SP;Cordeirópolis;25130;3512407
SP;Coroados;5498;3512506
SP;Coronel Macedo;4295;3512605
SP;Corumbataí;4285;3512704
SP;Cosmópolis;61204;3512803
SP;Cosmorama;8968;3512902
SP;Cotia;287004;3513009
SP;Cravinhos;34252;3513108
SP;Cristais Paulista;9543;3513207
SP;Cruzália;2129;3513306
SP;Cruzeiro;76513;3513405
SP;Cubatão;115082;3513504
SP;Cunha;22456;3513603
SP;Descalvado;32622;3513702
SP;Diadema;404118;3513801
SP;Dirce Reis;1641;3513850
SP;Divinolândia;11314;3513900
SP;Dobrada;8958;3514007
SP;Dois Córregos;24855;3514106
SP;Dolcinópolis;2250;3514205
SP;Dourado;8186;3514304
SP;Dracena;46664;3514403
SP;Duartina;12529;3514502
SP;Dumont;9719;3514601
SP;Echaporã;6295;3514700
SP;Eldorado;13162;3514809
SP;Elias Fausto;18103;3514908
SP;Elisiário;3189;3514924
SP;Embaúba;2353;3514957
SP;Embu das Artes;259323;3515004
SP;Embu-Guaçu;68805;3515103
SP;Emilianópolis;3062;3515129
SP;Engenheiro Coelho;20139;3515152
SP;Espírito Santo do Pinhal;40681;3515186
SP;Espírito Santo do Turvo;4217;3515194
SP;Estrela d'Oeste;9655;3515202
SP;Estrela do Norte;2749;3515301
SP;Euclides da Cunha Paulista;7928;3515350
SP;Fartura;16984;3515400
SP;Fernandópolis;73286;3515509
SP;Fernando Prestes;6066;3515608
SP;Fernão;1689;3515657
SP;Ferraz de Vasconcelos;185622;3515707
SP;Flora Rica;1492;3515806
SP;Floreal;2756;3515905
SP;Flórida Paulista;13171;3516002
SP;Florínea;3987;3516101
SP;Franca;364331;3516200
SP;Francisco Morato;171107;3516309
SP;Franco da Rocha;149786;3516408
SP;Gabriel Monteiro;2811;3516507
SP;Gália;6435;3516606
SP;Garça;43115;3516705
SP;Gastão Vidigal;3235;3516804
SP;Gavião Peixoto;4797;3516853
SP;General Salgado;10449;3516903
SP;Getulina;10355;3517000
SP;Glicério;4173;3517109
SP;Guaiçara;11459;3517208
SP;Guaimbê;5606;3517307
SP;Guaíra;40424;3517406
SP;Guapiaçu;22316;3517505
SP;Guapiara;17256;3517604
SP;Guará;18790;3517703
SP;Guaraçaí;7486;3517802
SP;Guaraci;10542;3517901
SP;Guarani d'Oeste;1999;3518008
SP;Guarantã;6531;3518107
SP;Guararapes;31872;3518206
SP;Guararema;32436;3518305
SP;Guaratinguetá;121710;3518404
SP;Guareí;15268;3518503
SP;Guariba;38609;3518602
SP;Guarujá;294973;3518701
SP;Guarulhos;1345364;3518800
SP;Guatapará;7462;3518859
SP;Guzolândia;4276;3518909
SP;Herculândia;9302;3519006
SP;Holambra;15596;3519055
SP;Hortolândia;247331;3519071
SP;Iacanga;10633;3519105
SP;Iacri;6207;3519204
SP;Iaras;8257;3519253
SP;Ibaté;33110;3519303
SP;Ibirá;11934;3519402
SP;Ibirarema;6461;3519501
SP;Ibitinga;61908;3519600
SP;Ibiúna;77651;3519709
SP;Icém;7969;3519808
SP;Iepê;7739;3519907
SP;Igaraçu do Tietê;23430;3520004
SP;Igarapava;26755;3520103
SP;Igaratá;10904;3520202
SP;Iguape;29881;3520301
SP;Ilhabela;36329;3520400
SP;Ilha Comprida;13955;3520426
SP;Ilha Solteira;26240;3520442
SP;Indaiatuba;267796;3520509
SP;Indiana;5191;3520608
SP;Indiaporã;4109;3520707
SP;Inúbia Paulista;3671;3520806
SP;Ipaussu;13933;3520905
SP;Iperó;37999;3521002
SP;Ipeúna;6999;3521101
SP;Ipiguá;7037;3521150
SP;Iporanga;4091;3521200
SP;Ipuã;14691;3521309
SP;Iracemápolis;22435;3521408
SP;Irapuã;6946;3521507
SP;Irapuru;7145;3521606
SP;Itaberá;18258;3521705
SP;Itaí;25930;3521804
SP;Itajobi;17420;3521903
SP;Itaju;3702;3522000
SP;Itanhaém;117435;3522109
SP;Itaoca;3490;3522158
SP;Itapecerica da Serra;163928;3522208
SP;Itapetininga;163774;3522307
SP;Itapeva;92324;3522406
SP;Itapevi;241924;3522505
SP;Itapira;73919;3522604
SP;Itapirapuã Paulista;4405;3522653
SP;Itápolis;40464;3522703
SP;Itaporanga;14260;3522802
SP;Itapuí;13984;3522901
SP;Itapura;4014;3523008
SP;Itaquaquecetuba;382521;3523107
SP;Itararé;45327;3523206
SP;Itariri;15762;3523305
SP;Itatiba;126403;3523404
SP;Itatinga;19427;3523503
SP;Itirapina;16433;3523602
SP;Itirapuã;5861;3523701
SP;Itobi;8210;3523800
SP;Itu;174561;3523909
SP;Itupeva;74119;3524006
SP;Ituverava;38451;3524105
SP;Jaborandi;6293;3524204
SP;Jaboticabal;73467;3524303
SP;Jacareí;249968;3524402
SP;Jaci;7878;3524501
SP;Jacupiranga;16254;3524600
SP;Jaguariúna;61801;3524709
SP;Jales;50017;3524808
SP;Jambeiro;6575;3524907
SP;Jandira;121988;3525003
SP;Jardinópolis;46868;3525102
SP;Jarinu;39531;3525201
SP;Jaú;137323;3525300
SP;Jeriquara;3976;3525409
SP;Joanópolis;13095;3525508
SP;João Ramalho;4456;3525607
SP;José Bonifácio;37859;3525706
SP;Júlio Mesquita;4308;3525805
SP;Jumirim;3123;3525854
SP;Jundiaí;460313;3525904
SP;Junqueirópolis;20878;3526001
SP;Juquiá;17255;3526100
SP;Juquitiba;28007;3526209
SP;Lagoinha;5182;3526308
SP;Laranjal Paulista;27009;3526407
SP;Lavínia;9909;3526506
SP;Lavrinhas;7328;3526605
SP;Leme;101316;3526704
SP;Lençóis Paulista;68395;3526803
SP;Limeira;300728;3526902
SP;Lindóia;7147;3527009
SP;Lins;76729;3527108
SP;Lorena;87370;3527207
SP;Lourdes;1968;3527256
SP;Louveira;54111;3527306
SP;Lucélia;20372;3527405
SP;Lucianópolis;2419;3527504
SP;Luís Antônio;12531;3527603
SP;Luiziânia;4751;3527702
SP;Lupércio;4017;3527801
SP;Lutécia;2699;3527900
SP;Macatuba;17120;3528007
SP;Macaubal;7587;3528106
SP;Macedônia;4048;3528205
SP;Magda;3212;3528304
SP;Mairinque;51660;3528403
SP;Mairiporã;97399;3528502
SP;Manduri;10092;3528601
SP;Marabá Paulista;4627;3528700
SP;Maracaí;12826;3528809
SP;Marapoama;3392;3528858
SP;Mariápolis;3539;3528908
SP;Marília;246627;3529005
SP;Marinópolis;1870;3529104
SP;Martinópolis;25299;3529203
SP;Matão;80998;3529302
SP;Mauá;429380;3529401
SP;Mendonça;6369;3529500
SP;Meridiano;4697;3529609
SP;Mesópolis;1988;3529658
SP;Miguelópolis;19655;3529708
SP;Mineiros do Tietê;11349;3529807
SP;Miracatu;18679;3529906
SP;Mira Estrela;3199;3530003
SP;Mirandópolis;28737;3530102
SP;Mirante do Paranapanema;16069;3530201
SP;Mirassol;65485;3530300
SP;Mirassolândia;4771;3530409
SP;Mococa;69324;3530508
SP;Mogi das Cruzes;468120;3530607
SP;Mogi Guaçu;159735;3530706
SP;Mogi Mirim;95534;3530805
SP;Mombuca;3815;3530904
SP;Monções;1954;3531001
SP;Mongaguá;64519;3531100
SP;Monte Alegre do Sul;8873;3531209
SP;Monte Alto;48725;3531308
SP;Monte Aprazível;22650;3531407
SP;Monte Azul Paulista;18363;3531506
SP;Monte Castelo;4301;3531605
SP;Monteiro Lobato;4205;3531704
SP;Monte Mor;67296;3531803
SP;Morro Agudo;28561;3531902
SP;Morungaba;14081;3532009
SP;Motuca;4079;3532058
SP;Murutinga do Sul;3763;3532108
SP;Nantes;2699;3532157
SP;Narandiba;5908;3532207
SP;Natividade da Serra;7134;3532306
SP;Nazaré Paulista;18620;3532405
SP;Neves Paulista;9921;3532504
SP;Nhandeara;9944;3532603
SP;Nipoã;4860;3532702
SP;Nova Aliança;6858;3532801
SP;Nova Campina;8631;3532827
SP;Nova Canaã Paulista;2058;3532843
SP;Nova Castilho;1074;3532868
SP;Nova Europa;9459;3532900
SP;Nova Granada;19725;3533007
SP;Nova Guataporanga;2188;3533106
SP;Nova Independência;4795;3533205
SP;Novais;4469;3533254
SP;Nova Luzitânia;2838;3533304
SP;Nova Odessa;64228;3533403
SP;Novo Horizonte;39435;3533502
SP;Nuporanga;7550;3533601
SP;Ocauçu;4412;3533700
SP;Óleo;2540;3533809
SP;Olímpia;56701;3533908
SP;Onda Verde;4912;3534005
SP;Oriente;6180;3534104
SP;Orindiúva;6145;3534203
SP;Orlândia;39193;3534302
SP;Osasco;756952;3534401
SP;Oscar Bressane;2504;3534500
SP;Osvaldo Cruz;32099;3534609
SP;Ourinhos;106877;3534708
SP;Ouroeste;10596;3534757
SP;Ouro Verde;7901;3534807
SP;Pacaembu;15217;3534906
SP;Palestina;11689;3535002
SP;Palmares Paulista;9709;3535101
SP;Palmeira d'Oeste;8994;3535200
SP;Palmital;19767;3535309
SP;Panorama;15214;3535408
SP;Paraguaçu Paulista;42087;3535507
SP;Paraibuna;17950;3535606
SP;Paraíso;6211;3535705
SP;Paranapanema;19799;3535804
SP;Paranapuã;4111;3535903
SP;Parapuã;10729;3536000
SP;Pardinho;7382;3536109
SP;Pariquera-Açu;19576;3536208
SP;Parisi;3001;3536257
SP;Patrocínio Paulista;14837;3536307
SP;Paulicéia;8200;3536406
SP;Paulínia;115690;3536505
SP;Paulistânia;2146;3536570
SP;Paulo de Faria;7430;3536604
SP;Pederneiras;46223;3536703
SP;Pedra Bela;6718;3536802
SP;Pedranópolis;2848;3536901
SP;Pedregulho;15742;3537008
SP;Pedreira;44332;3537107
SP;Pedrinhas Paulista;2838;3537156
SP;Pedro de Toledo;11539;3537206
SP;Penápolis;63317;3537305
